Song Title,Artist,Album Title,Popularity,Genres,Artist Link,Track ID
Perfecta en Mis Ojos,Angel Perez,Perfecta en Mis Ojos,0,"sad sierreño, corridos tumbados, sierreño, corrido, música mexicana",https://open.spotify.com/artist/39dTY1F07rdtbJ1zgjDQOe,2an1crKGNWXdviPTzWyH0I
La Mejor de Todas,Eslabon Armado,Corta Venas,60,"corridos tumbados, sad sierreño, corrido, sierreño, música mexicana, corridos bélicos",https://open.spotify.com/artist/0XeEobZplHxzM9QzFQWLiR,6tzWQCTlrZr1CnwiFGCmoM
Do I Wanna Know?,Arctic Monkeys,AM,89,"indie, garage rock",https://open.spotify.com/artist/7Ln80lUS6He07XvHI8qqHH,5FVd6KXrgO9B3JPmC8OPst
Everything I Am,Kanye West,Graduation,1,rap,https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x,2T8bL4YC49Ska1yl74qcS0
Closed On Sunday,Kanye West,JESUS IS KING,62,rap,https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x,3JWiDGQX2eTlFvKj3Yssj3
24:7,DannyLux,24:7,0,"sad sierreño, corridos tumbados, corrido, sierreño, música mexicana, electro corridos",https://open.spotify.com/artist/6ElqtIfQsAkEYypgfJIjeK,4EhU0szo2RLtMLmaXV1qLo
La Silverado,Nivel,Mochila Verde,40,"corridos tumbados, sad sierreño, corrido, sierreño, música mexicana",https://open.spotify.com/artist/5aHKxMwIrPVwy4m6FTOiXK,2cVGEUXTome7nE8cQxyUXR
Depression & Obsession,XXXTENTACION,17,70,emo rap,https://open.spotify.com/artist/15UsOTVnJzReFVN1VCnxy4,2H3wWrnO758y0fPH7Ilerg
Carry On,XXXTENTACION,17,72,emo rap,https://open.spotify.com/artist/15UsOTVnJzReFVN1VCnxy4,2yZax79pOrYuyIFVW2cZY2
Surf,Mac Miller,Circles,70,Unknown,https://open.spotify.com/artist/4LLpKhyESsyAXpc4laK94U,1kwnxJNVl7cwcU98RvMBaR
Dunno - Recorded at Spotify Studios NYC,Mac Miller,Spotify Singles,53,Unknown,https://open.spotify.com/artist/4LLpKhyESsyAXpc4laK94U,6eIEJLVaPTU3NuctqdWCzJ
Violent Crimes,Kanye West,ye,83,rap,https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x,3s7MCdXyWmwjdcWh7GWXas
ROS,Mac Miller,GO:OD AM,68,Unknown,https://open.spotify.com/artist/4LLpKhyESsyAXpc4laK94U,388jD8ko9cvFM9cd9TYDrl
Hit Me Up,Omar Apollo,Hit Me Up,0,bedroom pop,https://open.spotify.com/artist/5FxD8fkQZ6KcsSYupDVoSO,0Lhy1sDDdtUFY2pyq2ZVi9
Açaí Bowl,Dominic Fike,Açaí Bowl,58,Unknown,https://open.spotify.com/artist/6USv9qhCn6zfxlBQIYJ9qs,5M3KOe4FGUidvRDUbFFdFk
"GRAVITY (FEAT. TYLER, THE CREATOR)",Brent Faiyaz,"Gravity (feat. Tyler, The Creator)",62,r&b,https://open.spotify.com/artist/3tlXnStJ1fFhdScmQeLpuG,6u3CPnFMKANYgfdiifFOiJ
Pluto Projector,Rex Orange County,Pony,78,bedroom pop,https://open.spotify.com/artist/7pbDxGE6nQSZVfiFdq9lOL,4EWBhKf1fOFnyMtUzACXEc
Labios Rojos,LDNE,La Empresa Music Presenta: Volando,48,"corridos tumbados, sad sierreño, corrido, sierreño, música mexicana",https://open.spotify.com/artist/5hkcGbdTv8nC62vVT7RJmZ,1NPk0Y7AkLvirhSg4oI0bM
Dame Tu Calor,Eslabon Armado,Vibras de Noche,59,"corridos tumbados, sad sierreño, corrido, sierreño, música mexicana, corridos bélicos",https://open.spotify.com/artist/0XeEobZplHxzM9QzFQWLiR,4tKEWCeBSeiSJVB9ZURgUz
Circles,Mac Miller,Circles,69,Unknown,https://open.spotify.com/artist/4LLpKhyESsyAXpc4laK94U,4jXl6VtkFFKIt3ycUQc5LT
Devil In A New Dress,Kanye West,My Beautiful Dark Twisted Fantasy,82,rap,https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x,1UGD3lW3tDmgZfAVDh6w7r
Peach,Kevin Abstract,ARIZONA BABY,65,Unknown,https://open.spotify.com/artist/07EcmJpfAday8xGkslfanE,5JRMqkR82k2fdDEAim9SCN
Slowly,ODIE,Slowly,53,Unknown,https://open.spotify.com/artist/5aMIbwZQvP2MHPMVC5zCGj,3GGhyTPYDufku46UtvLTPi
Good News,Mac Miller,Circles,72,Unknown,https://open.spotify.com/artist/4LLpKhyESsyAXpc4laK94U,1DWZUa5Mzf2BwzpHtgbHPY
idfc,blackbear,deadroses,77,Unknown,https://open.spotify.com/artist/2cFrymmkijnjDg9SS92EPM,6y6jbcPG4Yn3Du4moXaenr
Self Care,Mac Miller,Swimming,78,Unknown,https://open.spotify.com/artist/4LLpKhyESsyAXpc4laK94U,5bJ1DrEM4hNCafcDd1oxHx
Come Back to Earth,Mac Miller,Swimming,76,Unknown,https://open.spotify.com/artist/4LLpKhyESsyAXpc4laK94U,01z2fBGB8Hl3Jd3zXe4IXR
Small Worlds,Mac Miller,Swimming,77,Unknown,https://open.spotify.com/artist/4LLpKhyESsyAXpc4laK94U,4gT3mNJA8lnlkYFqGZ8IA2
Fight the Feeling,Mac Miller,Macadelic (Remastered Edition),1,Unknown,https://open.spotify.com/artist/4LLpKhyESsyAXpc4laK94U,2w9htZtkcbR48NCWzXjfvb
In The Morning,J. Cole,Cole World: The Sideline Story,71,rap,https://open.spotify.com/artist/6l3HvQ5sa6mXTsMTB19rO5,4OkiWfrZKmmVoILXk8JEtl
Hopeless Romantic (feat. Swae Lee),Wiz Khalifa,Rolling Papers 2,69,rap,https://open.spotify.com/artist/137W8MRPWKqSmrBGDBFSop,7IBSffWIu7P2MC7kMwy2FM
All I Want Is You (feat. J. Cole),Miguel,All I Want Is You,78,r&b,https://open.spotify.com/artist/360IAlyVv4PCEVjgyMZrxK,5VA4Ispp52EA1sOqzMz3Av
Sure Thing,Miguel,All I Want Is You,87,r&b,https://open.spotify.com/artist/360IAlyVv4PCEVjgyMZrxK,0JXXNGljqupsJaZsgSbMZV
CtrlAltDelete,BONES,UNRENDERED,70,"dark trap, cloud rap, emo rap, horrorcore, underground hip hop, punk rap",https://open.spotify.com/artist/5v2WhpA59TJSdPh7LCx1lN,1ZNVczQsUBA64aWhvWqaap
ORANGE SODA,Baby Keem,DIE FOR MY BITCH,78,Unknown,https://open.spotify.com/artist/5SXuuuRpukkTvsLuUknva1,5FkoSXiJPKTNyYgALRJFhD
People,Yellow Days,Harmless Melodies,36,bedroom pop,https://open.spotify.com/artist/3dv4Q4q3LWOnbLJnC6GgTY,3z3zYwyEKFuuEPXszQ8zYv
Autumn Leaves,Eric Clapton,Clapton,0,"blues, blues rock, classic rock",https://open.spotify.com/artist/6PAt558ZEZl0DmdXlnjMgD,6bLy8YiVKRpUzwWZG6lVDq
l e t . g o . m y . h a n d (with Bas & 6LACK),J. Cole,The Off-Season,66,rap,https://open.spotify.com/artist/6l3HvQ5sa6mXTsMTB19rO5,0GAyuCo975IHGxxiLKDufB
Midnight in My Mind,Papithbk,Thbk,0,Unknown,https://open.spotify.com/artist/33r8rPgsHXfVN1r3adlrWw,1CQZCxH7sTLnWi2FZkOrrS
Only If,Steve Lacy,Apollo XXI,0,Unknown,https://open.spotify.com/artist/57vWImR43h4CaDao012Ofp,0AzacpqYhvdOSbFvJ6eCKr
I Only Have Eyes for You,The Flamingos,Flamingo Serenade,74,doo-wop,https://open.spotify.com/artist/6iygtKnPG7TRvDaTYcLOd6,3YdKJzcoMZMacISlpY4QoP
Purity (feat. Frank Ocean),A$AP Rocky,TESTING,69,rap,https://open.spotify.com/artist/13ubrt8QOOCPljQ2FL1Kca,2MF4HtZHBoUliOi9nOAbS0
Piel de Seda,Esteban Gabriel,Tragos y Cigarros,66,"corridos tumbados, corrido, sad sierreño, sierreño, música mexicana",https://open.spotify.com/artist/6RPeBghYnSwGV6FOw7huuN,5BGVjoFtSSYov2pMpmo1La
El Dueño De Tu Amor,DannyLux,Las Dos Caras Del Amor,0,"sad sierreño, corridos tumbados, corrido, sierreño, música mexicana, electro corridos",https://open.spotify.com/artist/6ElqtIfQsAkEYypgfJIjeK,3sgf3LgcrNoqOB1jm7PIP0
Mente Positiva,Junior H,Atrapado en un Sueño,73,"corridos tumbados, corrido, corridos bélicos, sad sierreño, sierreño, música mexicana, banda",https://open.spotify.com/artist/7Gi6gjaWy3DxyilpF1a8Is,3WQilym5Vi4ypxb70vx0eY
Disfruto Lo Malo,Junior H,Corridos Tumbados,70,"corridos tumbados, corrido, corridos bélicos, sad sierreño, sierreño, música mexicana, banda",https://open.spotify.com/artist/7Gi6gjaWy3DxyilpF1a8Is,7LH2UUuyMHt7035PLZQ8wx
All The Time,Jeremih,All The Time,68,Unknown,https://open.spotify.com/artist/3KV3p5EY4AvKxOlhGHORLg,0USZx50eApN045zIIyjePN
Realize,Benny Sings,Art,28,Unknown,https://open.spotify.com/artist/4gHcu2JoaXJ0mV4aNPCd7N,4dBxbXbRDv2dBHOmjUyTR8
I Can't Handle Change,Roar,I Can't Handle Change,6,Unknown,https://open.spotify.com/artist/7dIpKWlEeAljA20vFJ82RD,0I1eFRytp4XRhLCjT6tZm7
Different,Hippie Sabotage,Drifter,55,Unknown,https://open.spotify.com/artist/4dM6NDYSfLcspt8GLoT5aE,3bjLA6ukBcGtvhe5tybxp7
Do I Wanna Know?,Lofi Fruits Music,Do I Wanna Know?,0,"lo-fi, lo-fi beats",https://open.spotify.com/artist/1dABGukgZ8XKKOdd2rVSHM,5q2RrKxolPmERgX5u3Vv9Q
King Kunta,Kendrick Lamar,To Pimp A Butterfly,78,"hip hop, west coast hip hop",https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,0N3W5peJUQtI4eyR6GJT5O
Bubble Gum,Clairo,Bubble Gum,78,bedroom pop,https://open.spotify.com/artist/3l0CmX0FuQjFxr8SK7Vqag,3zksbXteOCeSusJ5Xltr3t
Please Never Fall in Love Again,Ollie MN,Songs from the Swamp,54,Unknown,https://open.spotify.com/artist/5sH4dr4r46Vm0Qu84PAYvk,42H6GeQfrBkT3vTUTdpB1M
"Rêverie, L. 68",Claude Debussy,Debussy: Estampes; Pour le piano; 6 épigraphes antiques,28,"classical, classical piano",https://open.spotify.com/artist/1Uff91EOsvd99rtAupatMP,086sjLPEqdKBgTxbTeCLCv
"Minuet in A major, D. 334",Franz Schubert,"Schubert: Piano Sonata D.959 & Minuets D. 334, D. 335, D. 600",59,"chamber music, classical, classical piano",https://open.spotify.com/artist/2p0UyoPfYfI76PCStuXfOP,2FbUitqkfxFhI4An73HzZW
Arabesque No. 1,Rousseau,Arabesque No. 1,48,"classical piano, classical",https://open.spotify.com/artist/1Mtd57xUzIfeCexQtWRvgr,3KOSyr9WSD2x4l77k8k7Bo
"Fantasie-impromptu in C-Sharp Minor, Op. 66 No. 4",Frédéric Chopin,Chopin: 8 Polonaises - 4 Impromptus,50,"classical piano, classical",https://open.spotify.com/artist/7y97mc3bZRFXzT2szRM4L4,5BijFryhTEnghWx91jYoVR
Isolation,Ichika Nito,Journey,39,math rock,https://open.spotify.com/artist/1v7B6ZWa7QRQS3knn3Jvf4,3kzMcBgOeIzwNQW2VTJQcF
Lotus Flower Bomb (feat. Miguel),Wale,Ambition,72,Unknown,https://open.spotify.com/artist/67nwj3Y5sZQLl72VNUHEYE,3MAgQuClHcAV8E9CbeBS6f
Don't,Bryson Tiller,T R A P S O U L,86,r&b,https://open.spotify.com/artist/2EMAnMvWE2eb56ToJVfCWs,3pXF1nA74528Edde4of9CC
Childs Play (feat. Chance the Rapper),SZA,Z,70,r&b,https://open.spotify.com/artist/7tYKF4w9nC0nq9CsPZTHyP,7GPstnufSTScEaw9dMxO9H
Ya la Conecté,Joan Y Su Elite,De Chicago a California,33,"corrido, corridos tumbados, corridos bélicos",https://open.spotify.com/artist/7zezEcThEVuTMXsVgPLPG1,1Yi2UG6HgtaINqoX5wsMv3
Con Tus Besos,Eslabon Armado,Tu Veneno Mortal,74,"corridos tumbados, sad sierreño, corrido, sierreño, música mexicana, corridos bélicos",https://open.spotify.com/artist/0XeEobZplHxzM9QzFQWLiR,6WYB1odDfMPVMyp1QxFInT
Control - Tribute to Big Sean Kendrick Lamar and Jay Electronica,Control,Control - Tribute to Big Sean Kendrick Lamar and Jay Electronica,15,Unknown,https://open.spotify.com/artist/1IPW18N9pVJJNq3UnVnGzv,105RhhiVpZFocNl3F3xZka
Swimming Pools (Drank) - Extended Version,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",71,"hip hop, west coast hip hop",https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,5ujh1I7NZH5agbwf7Hp8Hc
PRIDE.,Kendrick Lamar,DAMN.,86,"hip hop, west coast hip hop",https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,6IZvVAP7VPPnsGX6bvgkqg
Black Boy Fly - Bonus Track,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",51,"hip hop, west coast hip hop",https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,1H7yy9jlDYS2EBF41J6Yf5
How Much A Dollar Cost,Kendrick Lamar,To Pimp A Butterfly,66,"hip hop, west coast hip hop",https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,4tQcyj5488alHT1ZgFduzn
All The Stars (with SZA),Kendrick Lamar,Black Panther The Album Music From And Inspired By,94,"hip hop, west coast hip hop",https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,3GCdLUSnKSMJhs4Tj6CV3s
A.D.H.D,Kendrick Lamar,Section.80,2,"hip hop, west coast hip hop",https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,2MYl0er3UZ1RlKwRb5LODh
Money Trees,Kendrick Lamar,"good kid, m.A.A.d city",84,"hip hop, west coast hip hop",https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,2HbKqm4o0w5wEeEFXm2sD4
good kid,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",61,"hip hop, west coast hip hop",https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,5vuJuBqwzHJgCA1ysRfwxZ
LUST.,Kendrick Lamar,DAMN.,68,"hip hop, west coast hip hop",https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,06FCvd7rrRcF3DdvWH5Isp
La Cienega,88rising,Head In The Clouds,0,Unknown,https://open.spotify.com/artist/1AhjOkOLkbHUfcHDSErXQs,3iGz75NJkqHubYUMRELLyP
t h e . c l i m b . b a c k,J. Cole,Lewis Street,54,rap,https://open.spotify.com/artist/6l3HvQ5sa6mXTsMTB19rO5,0FlfN5cbUUpIHCRH8X1M44
To Me,Alina Baraz,To Me,0,Unknown,https://open.spotify.com/artist/6hfwwpXqZPRC9CsKI7qtv1,70izrPPF9I7fqCOChXsc30
Yellow,Lofi Fruits Music,Yellow,0,"lo-fi, lo-fi beats",https://open.spotify.com/artist/1dABGukgZ8XKKOdd2rVSHM,5qSK5PDQKDyfRxgXqog7xP
Happy Sad,Weegie,Happy Sad,0,Unknown,https://open.spotify.com/artist/05TqxuOClqbhjAba2V5aXa,7KwtMgjXI9DFw47cXrkD8g
The Search,NF,The Search,71,christian hip hop,https://open.spotify.com/artist/6fOMl44jA4Sp5b9PpYCkzz,2OKo7g3KfmCt3kyLvUAL0g
Adore You,Harry Styles,Fine Line,83,Unknown,https://open.spotify.com/artist/6KImCVD70vtIoJWnq6nGn3,3jjujdWJ72nww5eGnfs2E7
Girls Need Love (with Drake) - Remix,Summer Walker,Last Day Of Summer,81,r&b,https://open.spotify.com/artist/57LYzLEk2LcFghVwuWbcuS,14SaZBTjxlorHJQxXh01Hu
Legends,Juice WRLD,Legends,69,"melodic rap, emo rap",https://open.spotify.com/artist/4MCBfE4596Uoi2O4DtmEMz,1Knctxx9vGZxpZfF66BIEa
I.F.L.Y.,Bazzi,Soul Searching,72,Unknown,https://open.spotify.com/artist/4GvEc3ANtPPjt1ZJllr5Zl,4a6q8CR2hzLk2plDkSxkfD
Bad Idea,pxzvc,Bad Idea,0,Unknown,https://open.spotify.com/artist/4zFUPBeN9jhNn8qkgxEpW9,1D5q7cBDHLBDbzQDVrS6E3
That's Life,Frank Sinatra,That's Life,75,"christmas, big band, adult standards, swing music, vocal jazz, jazz",https://open.spotify.com/artist/1Mxqyy3pSjf8kZZL4QVxS0,4FmCUATNIarCQh72JYdvnm
Sólo Tú,Calibre 50,Sólo Tú,47,"banda, corrido, norteño, música mexicana, sierreño, grupera",https://open.spotify.com/artist/4jogXSSvlyMkODGSZ2wc2P,0qsalPjF8AzMdkxjnGXttQ
闇夜,Eve,闇夜,46,"anime, j-pop, j-rock, vocaloid, japanese indie",https://open.spotify.com/artist/58oPVy7oihAEXE0Ott6JOf,6aW8fq5lGlhoZxhLyC7JuL
Snow On Tha Bluff,J. Cole,Snow On Tha Bluff,66,rap,https://open.spotify.com/artist/6l3HvQ5sa6mXTsMTB19rO5,1oOEkBNp4zWnkD7nWjJdog
Orgullo Guzmán,Virlan Garcia,Mi Vida Eres Tú,0,"banda, sierreño, corrido, norteño, sad sierreño, corridos bélicos",https://open.spotify.com/artist/0vjeBgTzYTwmYoVySJzXGD,4hpihmFdKCxJdGfvM6DN3S
Increíble,Banda MS de Sergio Lizárraga,Las Bandas Románticas,0,"banda, norteño, grupera, música mexicana, corrido",https://open.spotify.com/artist/2C6i0I5RiGzDKN9IAF8reh,2vlIZuftr5G7S3VYYzxYww
Sin Evidencia,Banda MS de Sergio Lizárraga,Las Bandas Románticas,0,"banda, norteño, grupera, música mexicana, corrido",https://open.spotify.com/artist/2C6i0I5RiGzDKN9IAF8reh,2W83CUz2xGFSm2Sfvj5P1q
Apparently,J. Cole,2014 Forest Hills Drive,8,rap,https://open.spotify.com/artist/6l3HvQ5sa6mXTsMTB19rO5,1HNs07uZxZniPNmniw2GTa
Honey,Kehlani,Honey,64,Unknown,https://open.spotify.com/artist/0cGUm45nv7Z6M6qdXYQGTX,5QTdOvIF2ehBMZpSIIGzIo
Hangman,Dave,Hangman,61,"grime, uk drill, drill",https://open.spotify.com/artist/6Ip8FS7vWT1uKkJSweANQK,7r7NTwtWAhPRtzylDu3hnE
Mi Razón De Ser,Banda MS de Sergio Lizárraga,Mi Razón De Ser,0,"banda, norteño, grupera, música mexicana, corrido",https://open.spotify.com/artist/2C6i0I5RiGzDKN9IAF8reh,5JaMGjY9Ltvo9CFQfmUdYW
Soy El Diablo,Natanael Cano,Todo Es Diferente,57,"corridos tumbados, corrido, corridos bélicos, sad sierreño, sierreño, electro corridos, música mexicana, banda",https://open.spotify.com/artist/0elWFr7TW8piilVRYJUe4P,4QcFr52iHF3tqlPRdXjRF6
Cosas De La Clica,Herencia de Patrones,Cosas De La Clica,46,"corridos tumbados, corrido, corridos bélicos, sierreño, sad sierreño",https://open.spotify.com/artist/1Q6SZxTvaE3HhslV0iXbI6,1AfImPZFi9IMKqUUBLK7in
Vida Peligrosa,Arsenal Efectivo,Vida Peligrosa,0,"corrido, corridos tumbados, sierreño, música mexicana",https://open.spotify.com/artist/2MMXs21RASEwAmU7gRheQ0,4UdC2swdiEBCsP5mLyESWG
Es Dificil Ser Un Santo,Herencia de Patrones,Es Dificil Ser Un Santo,60,"corridos tumbados, corrido, corridos bélicos, sierreño, sad sierreño",https://open.spotify.com/artist/1Q6SZxTvaE3HhslV0iXbI6,4dporMRQqdmQQEMEz8RVTW
Para Qué Lastimarme,Gerardo Ortiz,"Comeré Callado, Vol. 1",0,"banda, corrido, norteño, sierreño, corridos bélicos, música mexicana",https://open.spotify.com/artist/4J13m9IZh03PEhoxAxRhXO,6c5ghmeB5B3eUwO9Gr4Dgx
Me Dejé Llevar,Christian Nodal,Me Dejé Llevar,70,"banda, ranchera, mariachi, norteño, música mexicana, grupera",https://open.spotify.com/artist/0XwVARXT135rw8lyw1EeWP,3paOSlqrFcMhdGDZ5513AJ
Me Vas a Extrañar,Banda MS de Sergio Lizárraga,Que Bendición,77,"banda, norteño, grupera, música mexicana, corrido",https://open.spotify.com/artist/2C6i0I5RiGzDKN9IAF8reh,2yS8aYWXEWJ1NlZ7VPDroT
El Color de Tus Ojos,Banda MS de Sergio Lizárraga,La Mejor Versión De Mí,79,"banda, norteño, grupera, música mexicana, corrido",https://open.spotify.com/artist/2C6i0I5RiGzDKN9IAF8reh,1l77YWrGUp3qX3NS1rz7lq
Probablemente,Christian Nodal,Me Dejé Llevar,75,"banda, ranchera, mariachi, norteño, música mexicana, grupera",https://open.spotify.com/artist/0XwVARXT135rw8lyw1EeWP,4prmUBle7TtAeeUgCnsc3Z
Sencillamente De Ti,T3R Elemento,Underground,57,"corrido, corridos tumbados, sierreño, sad sierreño, banda, corridos bélicos, norteño, música mexicana",https://open.spotify.com/artist/34nbQa7Hug9DYkRJpfKNFv,4Uv1RLERf8btrbR2VbtiTK
En Donde Esta Tu Amor,Virlan Garcia,Mi Vida Eres Tú,0,"banda, sierreño, corrido, norteño, sad sierreño, corridos bélicos",https://open.spotify.com/artist/0vjeBgTzYTwmYoVySJzXGD,3HGJyp3fbmd5ylCe3dvLiS
Según Tus Labios,Los Plebes del Rancho de Ariel Camacho,Nació Pa' Leyenda,0,"banda, sierreño, corrido, norteño, música mexicana",https://open.spotify.com/artist/6cnl6Jz97730GUS8zEAK77,4v4t1jlvDSNqXZ7RE8BdBN
Te Regalo,Ulices Chaidez,Andamos En El Ruedo,66,"banda, sierreño, norteño, corrido, música mexicana, sad sierreño",https://open.spotify.com/artist/5npvUMe1CGnIhTX7OaLGVV,7c36pInnsI3DzAGDQcTW99
Rafa Caro,T3R Elemento,Rafa Caro,0,"corrido, corridos tumbados, sierreño, sad sierreño, banda, corridos bélicos, norteño, música mexicana",https://open.spotify.com/artist/34nbQa7Hug9DYkRJpfKNFv,1BIdigL5chwSOJpHxoGD6H
Cosas De La Clica (feat. Legado 7),Herencia de Patrones,Jimmy Humilde Presenta Lo Mejor De Las Calles Vol. 4,61,"corridos tumbados, corrido, corridos bélicos, sierreño, sad sierreño",https://open.spotify.com/artist/1Q6SZxTvaE3HhslV0iXbI6,15s1GfJ55mO4HBXTFa1DmB
El de La Codeina,Natanael Cano,Todo Es Diferente,69,"corridos tumbados, corrido, corridos bélicos, sad sierreño, sierreño, electro corridos, música mexicana, banda",https://open.spotify.com/artist/0elWFr7TW8piilVRYJUe4P,7K2JfvcKhIMwOndE6QBodf
Vas A Llorar Por Mí,Banda El Recodo,Haciendo Historia,69,"banda, norteño, música mexicana, grupera, corrido",https://open.spotify.com/artist/6AcOTCYBMvjKYy4zms0kaC,0Ndim92MYsrFSseD9gbBcg
Ladeando (feat. Fuerza Regida),Herencia de Patrones,Jimmy Humilde Presenta Lo Mejor De Las Calles Vol. 4,71,"corridos tumbados, corrido, corridos bélicos, sierreño, sad sierreño",https://open.spotify.com/artist/1Q6SZxTvaE3HhslV0iXbI6,0vgqt0mRZmbb3b57i9p8wV
Lolo Felix,Arsenal Efectivo,Vida Peligrosa,0,"corrido, corridos tumbados, sierreño, música mexicana",https://open.spotify.com/artist/2MMXs21RASEwAmU7gRheQ0,2JwztiYR35Y8Wvf8rwnQva
Sigo Chambeando,Fuerza Regida,Jimmy Humilde Presenta Lo Mejor De Las Calles Vol. 4,68,"corrido, corridos tumbados, corridos bélicos, música mexicana, banda, sierreño, electro corridos, sad sierreño",https://open.spotify.com/artist/0ys2OFYzWYB5hRDLCsBqxt,4PR0r2us3a64lTew6TVlF2
Platicame De Ti,Arsenal Efectivo,En La Fuga,58,"corrido, corridos tumbados, sierreño, música mexicana",https://open.spotify.com/artist/2MMXs21RASEwAmU7gRheQ0,2e7vV4s0ex45qsLcmXcnP4
Radicamos En South Central,Fuerza Regida,Jimmy Humilde Presenta Lo Mejor De Las Calles Vol.3,68,"corrido, corridos tumbados, corridos bélicos, música mexicana, banda, sierreño, electro corridos, sad sierreño",https://open.spotify.com/artist/0ys2OFYzWYB5hRDLCsBqxt,1kHpljP6paUsQyZgwFDfxn
La Escuela No Me Gustó,Adriel Favela,Señalado por Costumbre,70,"corrido, banda, corridos tumbados, sierreño, corridos bélicos, norteño, sad sierreño",https://open.spotify.com/artist/0PrhwIWbqYFYyY2ZrkIWgI,4qArKIA7dnmdushoBlkV94
Háblame De Ti,Banda MS de Sergio Lizárraga,No Me Pidas Perdón,77,"banda, norteño, grupera, música mexicana, corrido",https://open.spotify.com/artist/2C6i0I5RiGzDKN9IAF8reh,1O18MtSAMUk7JfAVB8gGzs
En Modesto Se La Pasa,Fuerza Regida,En Modesto Se La Pasa,38,"corrido, corridos tumbados, corridos bélicos, música mexicana, banda, sierreño, electro corridos, sad sierreño",https://open.spotify.com/artist/0ys2OFYzWYB5hRDLCsBqxt,1Vk8ardVBYw0L3FtXXBHDQ
Aerolínea Carrillo,T3R Elemento,The Green Trip,71,"corrido, corridos tumbados, sierreño, sad sierreño, banda, corridos bélicos, norteño, música mexicana",https://open.spotify.com/artist/34nbQa7Hug9DYkRJpfKNFv,0xYTyyfV767E2Vn3hz56kL
A Lo Lejos Me Veran,El de La Guitarra,Lo Prometido Es Deuda Vol.1,68,"corrido, corridos tumbados, sierreño, banda, música mexicana, corridos bélicos",https://open.spotify.com/artist/0LIyZkH7LLbsA9T4YwUnEk,3VHtIuKm8MvOTo81Usu2f5
Cuando Se Le Ofrezca,El de La Guitarra,Va Por Todos,55,"corrido, corridos tumbados, sierreño, banda, música mexicana, corridos bélicos",https://open.spotify.com/artist/0LIyZkH7LLbsA9T4YwUnEk,7BynlyGJKOxSq7t99jatxz
Pacas Verdes,Natanael Cano,Pacas Verdes (feat. Ovi),69,"corridos tumbados, corrido, corridos bélicos, sad sierreño, sierreño, electro corridos, música mexicana, banda",https://open.spotify.com/artist/0elWFr7TW8piilVRYJUe4P,2yFQXRSMJgaixzpP6gn8jr
Miami Vibe,Adriel Favela,Miami Vibe,57,"corrido, banda, corridos tumbados, sierreño, corridos bélicos, norteño, sad sierreño",https://open.spotify.com/artist/0PrhwIWbqYFYyY2ZrkIWgI,6ZUBqOrjrdmkP4eLQLBeaq
Solitude,Joep Beving,Solitude,38,neoclassical,https://open.spotify.com/artist/2VKfXEWzhUi9siHBDTI02Y,21UkknmSYISvDaQbaMIOgq
oui,Jeremih,Late Nights: The Album,79,Unknown,https://open.spotify.com/artist/3KV3p5EY4AvKxOlhGHORLg,0PJIbOdMs3bd5AT8liULMQ
Pretty Little Fears (feat. J. Cole),6LACK,East Atlanta Love Letter,73,Unknown,https://open.spotify.com/artist/4IVAbR2w4JJNJDDRFP3E83,4at3d5QWnlibMVN75ECDrp
Chick's Pain,Mathieu Fiset,Robojazz,51,jazz fusion,https://open.spotify.com/artist/07icU8dCi2MTeBGuvN8NyL,6IAc8O7MiS2lJiTabpjC7S
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,STAY DANGEROUS,65,hyphy,https://open.spotify.com/artist/0A0FS04o6zMoto8OKPsDwY,0ZNrc4kNeQYD9koZ3KvCsy
When I Was Your Man,Bruno Mars,Unorthodox Jukebox,89,Unknown,https://open.spotify.com/artist/0du5cEVh5yTK9QJze8zA0C,0nJW01T7XtvILxQgC5J7Wh
No Lo Hice Bien,Los Plebes del Rancho de Ariel Camacho,Recuerden Mi Estilo,70,"banda, sierreño, corrido, norteño, música mexicana",https://open.spotify.com/artist/6cnl6Jz97730GUS8zEAK77,211mktDmIq7g2Q4gBTXphj
