Song Title,Artist,Album Title,Popularity,Genres,Artist Link,Track ID
De Rodillas Te Pido,Los Alegres de la Sierra,Juegos Del Amor,1,"sierreño, duranguense, norteño, banda, grupera, música mexicana",https://open.spotify.com/artist/4Yfe8uXcl5PYwknQ4OMZIP,7IIYeNjeZBJaZfDBIcJlAm
Heart Mind,Kodak Black,FEMA (Finesse Elevate Motivate Achieve),66,Unknown,https://open.spotify.com/artist/46SHBwWsqBkxI7EeeBEQG7,2OPxM2L3KtuehqY24vTMGs
MFL,John Roseboro,Human Nature,0,bossa nova,https://open.spotify.com/artist/0OTbmw4nbgWHiTyqhmz72s,3LD4aJtgjtCA5vn0ke6ySq
E. Coli (feat. Earl Sweatshirt),The Alchemist,Bread,69,"alternative hip hop, jazz rap, experimental hip hop, boom bap",https://open.spotify.com/artist/0eVyjRhzZKke2KFYTcDkeu,3GXSywNvYLAVUCtjMHkKDh
Strawberry Feels,Human Lee,Strawberry Feels,31,Unknown,https://open.spotify.com/artist/2DCSK8kzFPyFKLGK5fa7Mh,75NeFVGUige1EzHqrMDNbn
Tú Eres,Eslabon Armado,Vibras de Noche,49,"corridos tumbados, sad sierreño, corrido, sierreño, música mexicana, corridos bélicos",https://open.spotify.com/artist/0XeEobZplHxzM9QzFQWLiR,5C5RlHGdzPPz56PXdBXyym
I Will Wait For You,Frank Sinatra,That's Life,44,"christmas, big band, adult standards, swing music, vocal jazz, jazz",https://open.spotify.com/artist/1Mxqyy3pSjf8kZZL4QVxS0,6Wm3qUkn7HLhCCFb6lwKlF
Wake Up in the Sky,Gucci Mane,Wake Up in the Sky,74,"southern hip hop, rap, trap",https://open.spotify.com/artist/13y7CgLHjMVRMDqxdx0Xdo,0QIjsbm2fh1cJ45XO9eGqq
Glimpse of Us,Joji,Glimpse of Us,25,Unknown,https://open.spotify.com/artist/3MZsBdqDrRTJihTHQrO6Dq,6xGruZOHLs39ZbVccQTuPZ
Tal Vez,Eslabon Armado,Vibras de Noche,63,"corridos tumbados, sad sierreño, corrido, sierreño, música mexicana, corridos bélicos",https://open.spotify.com/artist/0XeEobZplHxzM9QzFQWLiR,7Aiq4g8tSExAM2qUNkiHbZ
I Wonder,Kanye West,Graduation,85,rap,https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x,7rbECVPkY5UODxoOUVKZnA
Survival Tactics,Joey Bada$$,1999,67,"hip hop, rap",https://open.spotify.com/artist/2P5sC9cVZDToPxyomzF1UH,4pNT8XTKWb2vhcsqwzdXCT
Astronaut,Future Crib,Friends,27,Unknown,https://open.spotify.com/artist/2QeQIlUXOsBbZGniOCJweR,2N9Mt1z4ZINZsP7K4y2Qbu
Purple Hearts,Kendrick Lamar,Mr. Morale & The Big Steppers,1,"hip hop, west coast hip hop",https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,401160izncPtca3CmX3dvM
Life Of The Party (with André 3000),Kanye West,Life Of The Party,61,rap,https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x,7n4YpQcocaRfXRlEl07klO
It's A Blue World - Remastered,The Four Freshmen,Capitol Collectors Series,23,"vocal jazz, adult standards, doo-wop",https://open.spotify.com/artist/7eAF64ZiDwK2rDPSrr97D9,1nq6LprTQLYKaWhPn243YS
Please Remember - Remastered,The Four Freshmen,Capitol Collectors Series,8,"vocal jazz, adult standards, doo-wop",https://open.spotify.com/artist/7eAF64ZiDwK2rDPSrr97D9,3os0bvtTYi3J0ruNxINFyG
Sweet Lorraine,Nat King Cole,The Nat King Cole Story,46,"christmas, adult standards, vocal jazz",https://open.spotify.com/artist/7v4imS0moSyGdXyLgVTIV7,3RbkATWswzKeNDJUZZL2jL
It's A Blue World,The Four Freshmen,Voices In Modern,35,"vocal jazz, adult standards, doo-wop",https://open.spotify.com/artist/7eAF64ZiDwK2rDPSrr97D9,2iXNeaqJ1Ef3YZ3iEak8tU
Fools Rush In,The Four Freshmen,Day By Day,25,"vocal jazz, adult standards, doo-wop",https://open.spotify.com/artist/7eAF64ZiDwK2rDPSrr97D9,02gauNUp4Rr9N4f1EvSx0f
Runaway Baby,Bruno Mars,Doo-Wops & Hooligans,73,Unknown,https://open.spotify.com/artist/0du5cEVh5yTK9QJze8zA0C,5MMLS3xm12D7N26xlfFApr
STAY (with Justin Bieber),The Kid LAROI,F*CK LOVE 3: OVER YOU,13,Unknown,https://open.spotify.com/artist/2tIP7SsRs7vjIcLrU85W8J,5PjdY0CKGZdEuoNab3yDmX
Child of God,Chance the Rapper,Child of God,0,Unknown,https://open.spotify.com/artist/1anyVhU62p31KFi8MEzkbf,0oGl8U34a4tiAZPj5MMI2e
this is what falling in love feels like,JVKE,this is what falling in love feels like,3,Unknown,https://open.spotify.com/artist/164Uj4eKjl6zTBKfJLFKKK,4UG2Fm0E98LhE2dlNxiAXx
Destroy Myself Just For You,Montell Fish,Destroy Myself Just For You,0,Unknown,https://open.spotify.com/artist/5nvWOyAkfNgVLKESq4fOj2,7vMDFGBs0CTEkENk2dyCnc
The Way Things Change,Yellow Days,The Way Things Change,46,bedroom pop,https://open.spotify.com/artist/3dv4Q4q3LWOnbLJnC6GgTY,1kLXQonNqsJxCPFkUet3pV
Está Dañada - Remix,Ivan Cornejo,Está Dañada (Remix),52,"sad sierreño, corridos tumbados, corrido, música mexicana, sierreño",https://open.spotify.com/artist/6PH3FLQAxtqYy46Zv08bpV,2HFrlVZI1PHNwfNiIC8mkb
Positivo - Versión Banda,Banda MS de Sergio Lizárraga,Positivo (Versión Banda),49,"banda, norteño, grupera, música mexicana, corrido",https://open.spotify.com/artist/2C6i0I5RiGzDKN9IAF8reh,7xBaj7vkjg8MveG4qMlUNh
Daddy Issues,The Neighbourhood,Wiped Out!,87,Unknown,https://open.spotify.com/artist/77SW9BnxLY8rJ0RciFqkHh,5E30LdtzQTGqRvNd7l6kG5
Brandy (You're a Fine Girl),Looking Glass,Looking Glass,80,Unknown,https://open.spotify.com/artist/5jJN1nmKXzRjodMl1THQeI,2BY7ALEWdloFHgQZG6VMLA
3 Nights,Dominic Fike,"Don't Forget About Me, Demos",75,Unknown,https://open.spotify.com/artist/6USv9qhCn6zfxlBQIYJ9qs,1tNJrcVe6gwLEiZCtprs1u
Happy Love - SAINT WKND Remix,RØMANS,Happy Love (SAINT WKND Remix),32,Unknown,https://open.spotify.com/artist/4b8dLpJgJpNQYzu4AtXLt3,02a0r6xXpwreBfkezAUrcK
Happy Love,RØMANS,Automatic,21,Unknown,https://open.spotify.com/artist/4b8dLpJgJpNQYzu4AtXLt3,0JA5p5J8r9zfrCpurajq3k
Weekend (feat. Miguel),Mac Miller,GO:OD AM,79,Unknown,https://open.spotify.com/artist/4LLpKhyESsyAXpc4laK94U,6GnhWMhgJb7uyiiPEiEkDA
Feel It Still,Portugal. The Man,Woodstock,83,Unknown,https://open.spotify.com/artist/4kI8Ie27vjvonwaB2ePh8T,6QgjcU0zLnzq5OrUoSZ3OK
Cold Blooded,Khalid,American Teen,55,Unknown,https://open.spotify.com/artist/6LuN9FCkKOj5PcnpouEgny,34izzOmykADkGT27pUjUvJ
i,Kendrick Lamar,To Pimp A Butterfly,67,"hip hop, west coast hip hop",https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,3ODXRUPL44f04cCacwiCLC
Neighbors,J. Cole,4 Your Eyez Only,73,rap,https://open.spotify.com/artist/6l3HvQ5sa6mXTsMTB19rO5,0utlOiJy2weVl9WTkcEWHy
Alright,Kendrick Lamar,To Pimp A Butterfly,84,"hip hop, west coast hip hop",https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,3iVcZ5G6tvkXZkZKlMpIUs
Slide (feat. Frank Ocean & Migos),Calvin Harris,Funk Wav Bounces Vol.1,80,edm,https://open.spotify.com/artist/7CajNmpbOovFoOoasH2HaY,7tr2za8SQg2CI8EDgrdtNl
24K Magic,Bruno Mars,24K Magic,84,Unknown,https://open.spotify.com/artist/0du5cEVh5yTK9QJze8zA0C,6b8Be6ljOzmkOmFslEb23P
Nikes on My Feet,Mac Miller,Nikes on My Feet,2,Unknown,https://open.spotify.com/artist/4LLpKhyESsyAXpc4laK94U,4Hq1q82uvzNxUYmgBOxPco
Gorilla,Bruno Mars,Unorthodox Jukebox,67,Unknown,https://open.spotify.com/artist/0du5cEVh5yTK9QJze8zA0C,2ih2U8ttFzCjnQ5njF3SrR
Talking to the Moon,Bruno Mars,Doo-Wops & Hooligans,84,Unknown,https://open.spotify.com/artist/0du5cEVh5yTK9QJze8zA0C,161DnLWsx1i3u1JT05lzqU
I Love You So,The Walters,I Love You So,89,Unknown,https://open.spotify.com/artist/027TpXKGwdXP7iwbjUSpV8,4SqWKzw0CbA05TGszDgMlc
Oh Honey,Delegation,Oh Honey,71,Unknown,https://open.spotify.com/artist/1zKp43H1kLHOTkJAeyTIkf,3TiCuJiisBOB9HzKAM6FDG
As the World Caves In,Matt Maltese,Bad Contestant,74,Unknown,https://open.spotify.com/artist/12j6dJrPXanCBwY599pZxf,3NM41PVVUr0ceootKAtkAj
G.O.M.D.,J. Cole,2014 Forest Hills Drive,5,rap,https://open.spotify.com/artist/6l3HvQ5sa6mXTsMTB19rO5,16qYlQ6koFxYVbiJbGHblz
03' Adolescence,J. Cole,2014 Forest Hills Drive,0,rap,https://open.spotify.com/artist/6l3HvQ5sa6mXTsMTB19rO5,4txn9qnwK3ILQqv5oq2mO3
SUPER8,CANCEL CULTURE,SUPER8,26,Unknown,https://open.spotify.com/artist/6hV3BCQYd06kNbRYcAAifx,6YAxeQG2cbzzQlhCKszzVe
RENO,Ryan Librada,RENO,38,Unknown,https://open.spotify.com/artist/6JygKoUdCYpjiwjQFFolI7,5zM7HIfwKpjSC6gNrDFug4
Blink,Young 40,Blink,29,Unknown,https://open.spotify.com/artist/6n55u9UWUgQwAoLNEMwaEG,2dBE6k5T4eQK0N2uZzotN5
You Are Not Charles Bukowski,Harry Jay Robinson,You Are Not Charles Bukowski,25,Unknown,https://open.spotify.com/artist/7CPw3mamXXAK6fB12elN5V,5vLPIZMaUW5fjgjLKhH1SU
Nice Boys,TEMPOREX,Care,64,bedroom pop,https://open.spotify.com/artist/3BBCgZVbXFRzcnT1ewVfRt,6uuBSo3wXnosEWVXRzZDTf
affection,BETWEEN FRIENDS,we just need some time together,1,Unknown,https://open.spotify.com/artist/2HkSsS8O2U2gPhnCGVN5vn,2lTtnKQgjbrBA1qnOFhBkP
Hello?,Clairo,diary 001,78,bedroom pop,https://open.spotify.com/artist/3l0CmX0FuQjFxr8SK7Vqag,7qwt4xUIqQWCu1DJf96g2k
Objects in the Mirror,Mac Miller,Watching Movies with the Sound Off (Deluxe Edition),0,Unknown,https://open.spotify.com/artist/4LLpKhyESsyAXpc4laK94U,64gyqTtDDel7B2NoEkOa0A
Mr. Rager,Kid Cudi,Man On The Moon II: The Legend Of Mr. Rager,77,Unknown,https://open.spotify.com/artist/0fA0VVWsXO9YnASrzqfmYu,393MDhe62s8hbH8ETrlxe5
Pursuit Of Happiness (Nightmare),Kid Cudi,Man On The Moon: The End Of Day,73,Unknown,https://open.spotify.com/artist/0fA0VVWsXO9YnASrzqfmYu,5iSEsR6NKjlC9SrIJkyL3k
Super Rich Kids,Frank Ocean,channel ORANGE,81,Unknown,https://open.spotify.com/artist/2h93pZq0e7k5yf4dywlkpM,0725YWm6Z0TpZ6wrNk64Eb
White Ferrari,Frank Ocean,Blonde,88,Unknown,https://open.spotify.com/artist/2h93pZq0e7k5yf4dywlkpM,2LMkwUfqC6S6s6qDVlEuzV
L$D,A$AP Rocky,AT.LONG.LAST.A$AP,76,rap,https://open.spotify.com/artist/13ubrt8QOOCPljQ2FL1Kca,4S7YHmlWwfwArgd8LfSPud
Chanel,Frank Ocean,Chanel,80,Unknown,https://open.spotify.com/artist/2h93pZq0e7k5yf4dywlkpM,6Nle9hKrkL1wQpwNfEkxjh
Ultralight Beam,Kanye West,The Life Of Pablo,69,rap,https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x,1eQBEelI2NCy7AUTerX0KS
Forbidden Fruit (feat. Kendrick Lamar),J. Cole,Born Sinner (Deluxe Version),66,rap,https://open.spotify.com/artist/6l3HvQ5sa6mXTsMTB19rO5,1mvDFqbbmgmMmU6U4dIq5m
Jugaste y Sufrí,Eslabon Armado,Corta Venas,78,"corridos tumbados, sad sierreño, corrido, sierreño, música mexicana, corridos bélicos",https://open.spotify.com/artist/0XeEobZplHxzM9QzFQWLiR,3NqBxTOMCJ3zW9CIP51td4
¿Donde Has Estado?,Eslabon Armado,Vibras de Noche,61,"corridos tumbados, sad sierreño, corrido, sierreño, música mexicana, corridos bélicos",https://open.spotify.com/artist/0XeEobZplHxzM9QzFQWLiR,6hklGK8K5sqP4IK2PZHGkV
Te Quiero a Ti,Eslabon Armado,Vibras de Noche,59,"corridos tumbados, sad sierreño, corrido, sierreño, música mexicana, corridos bélicos",https://open.spotify.com/artist/0XeEobZplHxzM9QzFQWLiR,5OpHUq6Fo1qaUhU3imV6TK
Right,Mac Miller,Circles (Deluxe),63,Unknown,https://open.spotify.com/artist/4LLpKhyESsyAXpc4laK94U,165cwz4wGlGz0uDBhxdKLY
Kool Aid & Frozen Pizza,Mac Miller,K.I.D.S.,1,Unknown,https://open.spotify.com/artist/4LLpKhyESsyAXpc4laK94U,2TyjVO7KBdGHBvQxAnFFsa
RIP Luv,21 Savage,SAVAGE MODE II,67,Unknown,https://open.spotify.com/artist/1URnnhqYAYcrqrcwql10ft,1wGnp7ejkCuXRsehXx0PNP
Woods,Mac Miller,Circles,73,Unknown,https://open.spotify.com/artist/4LLpKhyESsyAXpc4laK94U,3Qa944OTMZkg8DHjET8JQv
Bring Me My Money,Felly,Wild Strawberries,31,jazz rap,https://open.spotify.com/artist/2848adRcxvgWNRcz1g1tQD,25gcPSVChYnwxTSLft3UlT
Leave,Uno Hype,SOL GLO,0,jazz rap,https://open.spotify.com/artist/68jFd8fas1U1U51bGQZXbr,5zEJQ39pcMNS41mgECfHUr
Amor Tumbado,Natanael Cano,Mi Nuevo Yo,79,"corridos tumbados, corrido, corridos bélicos, sad sierreño, sierreño, electro corridos, música mexicana, banda",https://open.spotify.com/artist/0elWFr7TW8piilVRYJUe4P,5aJ1M43pinROpwaPnO8KRj
Chamber of Reflection - Chopped Not Slopped Remix,Slim K,After School Shit 4 (Chopped Not Slopped Versions),32,Unknown,https://open.spotify.com/artist/1EguSXeFKLoIMOZByJTqw2,2Hg6VzczwZCPPuZV15iOoW
Middy Titty,Paulie Leparik,Neon Daydream,0,Unknown,https://open.spotify.com/artist/6UXdw3AJt6S6ri0IGsqquQ,5nVGPIEjIx6gZnY67yC4xM
No Friends In The Industry,Drake,Certified Lover Boy,71,rap,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4,2tUL6dZf1mywCj5WvCPZw6
Keep Moving,Jungle,Keep Moving,6,Unknown,https://open.spotify.com/artist/59oA5WbbQvomJz2BuRG071,5cHRRQ4JYlMW04DrwuG03b
Hey Ya!,Outkast,Speakerboxxx/The Love Below,86,"southern hip hop, hip hop",https://open.spotify.com/artist/1G9G7WwrXka3Z1r7aIDjI7,2PpruBYCo4H7WOBJ7Q2EwM
Gold Digger,Kanye West,Late Registration,82,rap,https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x,1PS1QMdUqOal0ai3Gt7sDQ
¿Por Que Me Enamoré?,Ulices Chaidez,Andamos En El Ruedo,66,"banda, sierreño, norteño, corrido, música mexicana, sad sierreño",https://open.spotify.com/artist/5npvUMe1CGnIhTX7OaLGVV,18J1Ke20aBiyK0nv9gnjez
Fíjate Que Si,Edwin Luna y La Trakalosa de Monterrey,Me Hiciste un Borracho,0,"banda, norteño",https://open.spotify.com/artist/4LFOoXhMhnq9U8VsZkSwxl,3YwEMdP2zkOiIq074Vlvqc
Siempre Te Voy A Querer,Calibre 50,Desde El Rancho,73,"banda, corrido, norteño, música mexicana, sierreño, grupera",https://open.spotify.com/artist/4jogXSSvlyMkODGSZ2wc2P,3VK8copXwqvAueMPhnBe6K
Se Me Olvidó,Christian Nodal,AYAYAY!,66,"banda, ranchera, mariachi, norteño, música mexicana, grupera",https://open.spotify.com/artist/0XwVARXT135rw8lyw1EeWP,7paFC3FEu1WtPVP4Do6VZN
Numb / Encore,JAY-Z,Numb / Encore: MTV Ultimate Mash-Ups Presents Collision Course,79,"hip hop, east coast hip hop, rap",https://open.spotify.com/artist/3nFkdlSjzX9mRTtwJOzDYB,5sNESr6pQfIhL3krM8CtZn
Headlines,Drake,Take Care (Deluxe),84,rap,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4,6LxSe8YmdPxy095Ux6znaQ
Alien Boy,Oliver Tree,Ugly is Beautiful,65,Unknown,https://open.spotify.com/artist/6TLwD7HPWuiOzvXEa3oCNe,3BIIJgBJJ7NhhCv4MI6n7w
Life Goes On,Oliver Tree,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",75,Unknown,https://open.spotify.com/artist/6TLwD7HPWuiOzvXEa3oCNe,0eu4C55hL6x29mmeAjytzC
Lost Boy,Ruth B.,Lost Boy,67,Unknown,https://open.spotify.com/artist/2WzaAvm2bBCf4pEhyuDgCY,4h0zU3O9R5xzuTmNO7dNDU
Wake Up Love,Teyana Taylor,Wake Up Love,49,Unknown,https://open.spotify.com/artist/4ULO7IGI3M2bo0Ap7B9h8a,2KkNkv6ciB6bt2hvHtOrin
Space Song,Beach House,Depression Cherry,80,dream pop,https://open.spotify.com/artist/56ZTgzPBDge0OvCGgMO3OY,7H0ya83CMmgFcOhw0UB6ow
Passionfruit,Drake,More Life,4,rap,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4,7hDc8b7IXETo14hHIHdnhd
"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,Stop Staring At the Shadows,79,"dark trap, emo rap, horrorcore, punk rap, cloud rap, underground hip hop",https://open.spotify.com/artist/1VPmR4DJC1PlOtd0IADAO0,30QR0ndUdiiMQMA9g1PGCm
Entrega De Amor - Concierto Sinfónico Cumbia Fuzion,Los Ángeles Azules,Cómo Te Voy A Olvidar ¡Edición De Súper Lujo!,30,"cumbia, cumbia sonidera, salsa",https://open.spotify.com/artist/0ZCO8oVkMj897cKgFH7fRW,4EPu7GkaoHjIha0R4C6d7u
Mis Sentimientos,Los Ángeles Azules,Cómo Te Voy A Olvidar ¡Edición De Súper Lujo!,50,"cumbia, cumbia sonidera, salsa",https://open.spotify.com/artist/0ZCO8oVkMj897cKgFH7fRW,2LyHAsMcpW0Dm17rWYa79p
Cómo Te Voy A Olvidar,Los Ángeles Azules,20 Kilates,63,"cumbia, cumbia sonidera, salsa",https://open.spotify.com/artist/0ZCO8oVkMj897cKgFH7fRW,1hxyzHlH7qS3AZdOj6GmIO
Nunca Es Suficiente,Los Ángeles Azules,Esto Sí Es Cumbia,61,"cumbia, cumbia sonidera, salsa",https://open.spotify.com/artist/0ZCO8oVkMj897cKgFH7fRW,63USmok1OioBzKuWGW9wAg
Jail,Kanye West,Donda,63,rap,https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x,6d8HN8MqqbqrEUI2bvx0aG
Moon,Kanye West,Donda,72,rap,https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x,7CC6UbCs4iGsePSzFxYxNn
Hurricane,Kanye West,Donda,69,rap,https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x,6Hfu9sc7jvv6coyy2LlzBF
Nocturne Op. 9 No. 2,Frédéric Chopin,JUST THE BEST MUSIC Vol. 2 Solo Piano Relax Playlist,65,"classical piano, classical",https://open.spotify.com/artist/7y97mc3bZRFXzT2szRM4L4,61YM5SkqqeUjIBL7It56cs
Flashing Lights,Kanye West,Graduation,8,rap,https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x,31I3Rt1bPa2LrE74DdNizO
POWER,Kanye West,My Beautiful Dark Twisted Fantasy,80,rap,https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x,2gZUPNdnz5Y45eiGxpHGSc
Stronger,Kanye West,Graduation,15,rap,https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x,4fzsfWzRhPawzqhX8Qt9F3
Quién Te Entiende,Crecer German,Hombre Afortunado,69,"sierreño, banda, norteño, corrido",https://open.spotify.com/artist/6JBGaRYIWS7fzKP0qGgZve,0VYFakqQG8p6yHrqq9TAoY
Fuiste Mía,Gerardo Ortiz,Hoy Más Fuerte,71,"banda, corrido, norteño, sierreño, corridos bélicos, música mexicana",https://open.spotify.com/artist/4J13m9IZh03PEhoxAxRhXO,0QRHEmvbFr73h5Fyk33fji
Contigo,Calibre 50,Contigo,71,"banda, corrido, norteño, música mexicana, sierreño, grupera",https://open.spotify.com/artist/4jogXSSvlyMkODGSZ2wc2P,3imJHohXBxDGovFRQ75dUt
Eso Y Más,Joan Sebastian,Más Allá Del Sol,74,"banda, mariachi, ranchera, grupera, norteño, música mexicana",https://open.spotify.com/artist/7FsRH5bw8iWpSbMX1G7xf1,7HW5tUjaKxBUamSi7nnzPt
Te Metiste,Ariel Camacho y Los Plebes Del Rancho,El Karma (Deluxe Version),74,"banda, sierreño, corrido, norteño, música mexicana",https://open.spotify.com/artist/2Lxa3SFNEW0alfRvtdXOul,4KrXsgZHi1yLZLB1Wlgcbt
Piensa En Mí,Grupo Mojado,Sueño Y Realidad,77,"grupera, cumbia, cumbia sonidera, música mexicana",https://open.spotify.com/artist/28NFZuZbEm7yzMpv1q1Rb7,1xKP7GVLY33i5jmx1bB1Kk
Mi Niña Traviesa,Luis Coronel,Con la Frente en Alto,55,"banda, música mexicana",https://open.spotify.com/artist/5DlVR9AUTrBgXWN4wiy5aL,6xK4AzqOpT5oo7fgn0Mvd7
Ya Acabo,Marca MP,"DEV, Vol. 2",72,"corrido, corridos tumbados, banda, sierreño, sad sierreño, corridos bélicos, música mexicana",https://open.spotify.com/artist/44mEtidu0VdRkIqO4IbkNa,4H3t8C59tXjKf1R2iKtc5M
Dead Man Walking,Brent Faiyaz,Dead Man Walking,67,r&b,https://open.spotify.com/artist/3tlXnStJ1fFhdScmQeLpuG,5VlTQnZO89Ioku8ssdbqJk
"Ballade No. 1 in G Minor, Op. 23",Frédéric Chopin,Best of Chopin,2,"classical piano, classical",https://open.spotify.com/artist/7y97mc3bZRFXzT2szRM4L4,5wibKP8pxh22DVivJaO3th
Summertime In Paris,Jaden,ERYS (Deluxe),64,Unknown,https://open.spotify.com/artist/0xOeVMOz2fVg5BJY3N6akT,6XNANAB7sFvkfho6bMCp7o
Romance,Eslabon Armado,Vibras de Noche,49,"corridos tumbados, sad sierreño, corrido, sierreño, música mexicana, corridos bélicos",https://open.spotify.com/artist/0XeEobZplHxzM9QzFQWLiR,6obSwTmKqCqMIFMeqUo6Yv
Imagine - Remastered 2010,John Lennon,Imagine,79,christmas,https://open.spotify.com/artist/4x1nvY2FN8jxqAFA0DA02H,7pKfPomDEeI4TPT6EOYjn9
Adueñarme,Nivel,Adueñarme,65,"corridos tumbados, sad sierreño, corrido, sierreño, música mexicana",https://open.spotify.com/artist/5aHKxMwIrPVwy4m6FTOiXK,4zneNpRMfRSdhsFTZbYZLN
Everybody,Mac Miller,Circles,60,Unknown,https://open.spotify.com/artist/4LLpKhyESsyAXpc4laK94U,1OuN92HcVG6NVpWbeESNB3
See You Again (feat. Kali Uchis),"Tyler, The Creator",Flower Boy,93,Unknown,https://open.spotify.com/artist/4V8LLVI7PbaPR0K2TGSxFF,7KA4W4McWYRpgf0fWsJZWB
Kevin’s Heart,J. Cole,KOD,73,rap,https://open.spotify.com/artist/6l3HvQ5sa6mXTsMTB19rO5,6tZ3b7ik1QDXFAZlXib0YZ
BEST INTEREST,"Tyler, The Creator",BEST INTEREST,83,Unknown,https://open.spotify.com/artist/4V8LLVI7PbaPR0K2TGSxFF,3jHdKaLCkuNEkWcLVmQPCX
LOVE. FEAT. ZACARI.,Kendrick Lamar,DAMN.,87,"hip hop, west coast hip hop",https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,6PGoSes0D9eUDeeAafB2As
What's the Use?,Mac Miller,Swimming,69,Unknown,https://open.spotify.com/artist/4LLpKhyESsyAXpc4laK94U,2dgrYdgguVZKeCsrVb9XEs
Once A Day,Mac Miller,Circles,61,Unknown,https://open.spotify.com/artist/4LLpKhyESsyAXpc4laK94U,26G5nmIx7Yvq79bIIluyZV
That's On Me,Mac Miller,Circles,59,Unknown,https://open.spotify.com/artist/4LLpKhyESsyAXpc4laK94U,0udOCZp7yk0Ml92C0k8H8D
Hand Me Downs,Mac Miller,Circles,69,Unknown,https://open.spotify.com/artist/4LLpKhyESsyAXpc4laK94U,2Yv2mHzr5AQavVdwQjEokV
I Can See,Mac Miller,Circles,59,Unknown,https://open.spotify.com/artist/4LLpKhyESsyAXpc4laK94U,3R8CyhJfVjvgIROd5RSGhQ
Blue World,Mac Miller,Circles,76,Unknown,https://open.spotify.com/artist/4LLpKhyESsyAXpc4laK94U,2hwOoMtWPtTSSn6WHV7Vp5
Butterfly,UMI,Butterfly,56,Unknown,https://open.spotify.com/artist/4ClziihVpBeFXNyDH83Lde,4qkVALwOxCIEZ7I5gkZ3m4
Sunflower,Rex Orange County,Sunflower,2,bedroom pop,https://open.spotify.com/artist/7pbDxGE6nQSZVfiFdq9lOL,4EpZ4eYuZOwPSSwyqpdHnJ
Sober,Bazzi,Sober,36,Unknown,https://open.spotify.com/artist/4GvEc3ANtPPjt1ZJllr5Zl,7LdMXgWzLthvxJOngkynaB
Hurt Feelings,Mac Miller,Swimming,69,Unknown,https://open.spotify.com/artist/4LLpKhyESsyAXpc4laK94U,5p7GiBZNL1afJJDUrOA6C8
Redbone,Childish Gambino,"""Awaken, My Love!""",6,Unknown,https://open.spotify.com/artist/73sIBHcqh3Z3NyqHKZ7FOL,0wXuerDYiBnERgIpbb3JBR
Energy from Saturn,Caskey,Music to Die To,30,Unknown,https://open.spotify.com/artist/7nVgP0ISalazUzugR7D8zk,46LC0TRlCta6UBjxlJnR8c
Remember When,Wallows,Nothing Happens,74,indie,https://open.spotify.com/artist/0NIPkIjTV8mB795yEIiPYL,5naar7XewEOAjOywIp6Jjq
Trouble,Omar Apollo,Friends,0,bedroom pop,https://open.spotify.com/artist/5FxD8fkQZ6KcsSYupDVoSO,62UQj5LkqTpNaXqpY4i0Io
2009,Mac Miller,Swimming,68,Unknown,https://open.spotify.com/artist/4LLpKhyESsyAXpc4laK94U,6dFn6my1sHK2bcf23GlHwM
So It Goes,Mac Miller,Swimming,62,Unknown,https://open.spotify.com/artist/4LLpKhyESsyAXpc4laK94U,0EA2RhRHL4KWeNa7JfD1Yw
Dunno,Mac Miller,Swimming,65,Unknown,https://open.spotify.com/artist/4LLpKhyESsyAXpc4laK94U,3YnwIp2b99p3e5dsFTXIIx
Wings,Mac Miller,Swimming,70,Unknown,https://open.spotify.com/artist/4LLpKhyESsyAXpc4laK94U,16umSNZfofRpDqTvf8DIAo
Ladders,Mac Miller,Swimming,74,Unknown,https://open.spotify.com/artist/4LLpKhyESsyAXpc4laK94U,39NDBdU5Xkm5pCFGa5kZtI
Jet Fuel,Mac Miller,Swimming,72,Unknown,https://open.spotify.com/artist/4LLpKhyESsyAXpc4laK94U,2JmFRXaJrkAUD2cs6U20KG
Perfecto,Mac Miller,Swimming,64,Unknown,https://open.spotify.com/artist/4LLpKhyESsyAXpc4laK94U,0Xcy81PsJCOO6mhLZaQyQ4
Imagination,Foster The People,Imagination,72,Unknown,https://open.spotify.com/artist/7gP3bB2nilZXLfPHJhMdvc,2flxduIqEbsicdmPyj1WVW
